Start time;Groups;Qualifications;Q30_2;Q38;Q39;Q40;Q41;Q42;Q43;Q44;Q45;Questions
1/22/23 23:24:03;Musicians;8;7.5;6;5;;8;8;8;6;7;Q40
12/15/22 21:19:13;Experts;3;5;7;8;;7;6;7;8;10;Q40
1/18/23 17:01:54;Musicians;7;5;6;8;;7;9;8;5;8;Q40
1/18/23 17:38:19;Musicians;5;7.5;2;5;;6;7;5;7;7;Q40
12/8/22 11:29:21;Non experts;8;10;7;9;6;;10;9;9;10;Q41
12/11/22 16:39:30;Non experts;8;7.5;7;9;7;;9;9;9;9;Q41
12/11/22 18:13:31;Non experts;10;10;7;10;10;;10;10;10;10;Q41
12/11/22 18:28:52;Non experts;5;5;3;6;7;;6;5;5;5;Q41
12/11/22 18:36:17;Non experts;7;5;3;8;7;;8;6;7;3;Q41
12/11/22 18:29:03;Musicians;9;5;1;10;10;;9;10;5;5;Q41
12/11/22 21:15:40;Musicians;5;7.5;4;4;4;;6;3;7;8;Q41
12/11/22 21:11:36;Non experts;9;7.5;3;7;7;;10;7;5;8;Q41
12/11/22 21:49:45;Non experts;6;2.5;2;4;2;;3;7;6;5;Q41
12/12/22 10:19:49;Non experts;7;5;7;9;7;;9;5;5;7;Q41
12/12/22 15:59:40;Non experts;8;7.5;8;8;8;;8;8;8;6;Q41
12/12/22 17:10:04;Non experts;7;5;4;7;6;;7;5;6;6;Q41
12/12/22 17:43:05;Non experts;5;5;5;5;5;;10;7;9;5;Q41
12/12/22 19:14:27;Non experts;7;5;7;7;7;;7;7;6;7;Q41
12/12/22 19:40:37;Non experts;8;7.5;4;8;6;;8;5;7;6;Q41
12/12/22 19:53:09;Non experts;7;7.5;4;7;4;;8;4;8;5;Q41
12/12/22 20:09:37;Non experts;7;7.5;4;6;3;;7;5;5;7;Q41
12/12/22 21:18:36;Non experts;6;5;4;7;7;;3;7;3;4;Q41
12/13/22 18:06:31;Non experts;7;7.5;5;7;7;;8;6;5;5;Q41
12/14/22 13:30:42;Non experts;6;5;3;4;8;;8;6;7;2;Q41
12/14/22 23:48:29;Non experts;7;7.5;1;5;5;;10;3;5;10;Q41
12/15/22 18:41:24;Non experts;8;5;4;8;7;;8;8;6;3;Q41
12/15/22 19:22:58;Non experts;6;5;6;6;6;;6;6;6;6;Q41
12/15/22 22:01:49;Non experts;7;7.5;6;8;7;;8;7;7;8;Q41
12/16/22 0:47:01;Non experts;7;7.5;5;6;8;;8;6;7;5;Q41
12/16/22 10:38:46;Musicians;10;10;6;7;7;;9;7;9;10;Q41
12/16/22 13:24:21;Musicians;10;10;6;7;6;;7;8;5;5;Q41
12/17/22 8:41:54;Non experts;5;2.5;8;8;8;;6;8;4;5;Q41
12/18/22 12:12:34;Non experts;10;7.5;5;8;6;;10;6;8;7;Q41
12/18/22 21:15:43;Musicians;8;5;5;8;6;;8;8;8;8;Q41
12/19/22 10:26:31;Non experts;4;5;2;6;7;;6;6;4;5;Q41
12/19/22 22:28:22;Musicians;6;5;7;4;3;;9;6;3;6;Q41
12/20/22 18:18:31;Non experts;5;7.5;3;4;4;;7;6;4;4;Q41
12/21/22 10:52:52;Experts;10;7.5;7;9;7;;10;5;3;5;Q41
12/19/22 17:53:32;Astronomers;8;7.5;6;8;7;;6;8;6;6;Q41
12/29/22 19:01:02;Astronomers;8;7.5;7;7;7;;8;6;5;8;Q41
1/15/23 19:11:48;Non experts;8;7.5;6;6;7;;5;9;7;6;Q41
1/20/23 13:16:03;Experts;7;7.5;5;3;2;;6;5;4;3;Q41
12/15/22 21:13:01;Experts;9;10;10;9;6;;9;8;9;10;Q41
12/16/22 17:46:39;Non experts;7;5;3;3;5;;7;4;6;5;Q41
1/19/23 23:16:28;Musicians;7;7.5;4;5;6;;8;5;2;2;Q41
1/19/23 23:18:21;Astronomers;9;10;6;8;3;;10;5;4;6;Q41
1/22/23 23:24:03;Musicians;8;7.5;6;5;8;;8;8;6;7;Q41
12/15/22 21:19:13;Experts;7;5;7;8;3;;6;7;8;10;Q41
1/18/23 17:01:54;Musicians;7;5;6;8;7;;9;8;5;8;Q41
1/18/23 17:38:19;Musicians;6;7.5;2;5;5;;7;5;7;7;Q41
12/8/22 11:29:21;Non experts;10;10;7;9;6;8;;9;9;10;Q42
12/11/22 16:39:30;Non experts;9;7.5;7;9;7;8;;9;9;9;Q42
12/11/22 18:13:31;Non experts;10;10;7;10;10;10;;10;10;10;Q42
12/11/22 18:28:52;Non experts;6;5;3;6;7;5;;5;5;5;Q42
12/11/22 18:36:17;Non experts;8;5;3;8;7;7;;6;7;3;Q42
12/11/22 18:29:03;Musicians;9;5;1;10;10;9;;10;5;5;Q42
12/11/22 21:15:40;Musicians;6;7.5;4;4;4;5;;3;7;8;Q42
12/11/22 21:11:36;Non experts;10;7.5;3;7;7;9;;7;5;8;Q42
12/11/22 21:49:45;Non experts;3;2.5;2;4;2;6;;7;6;5;Q42
12/12/22 10:19:49;Non experts;9;5;7;9;7;7;;5;5;7;Q42
12/12/22 15:59:40;Non experts;8;7.5;8;8;8;8;;8;8;6;Q42
12/12/22 17:10:04;Non experts;7;5;4;7;6;7;;5;6;6;Q42
12/12/22 17:43:05;Non experts;10;5;5;5;5;5;;7;9;5;Q42
12/12/22 19:14:27;Non experts;7;5;7;7;7;7;;7;6;7;Q42
12/12/22 19:40:37;Non experts;8;7.5;4;8;6;8;;5;7;6;Q42
12/12/22 19:53:09;Non experts;8;7.5;4;7;4;7;;4;8;5;Q42
12/12/22 20:09:37;Non experts;7;7.5;4;6;3;7;;5;5;7;Q42
12/12/22 21:18:36;Non experts;3;5;4;7;7;6;;7;3;4;Q42
12/13/22 18:06:31;Non experts;8;7.5;5;7;7;7;;6;5;5;Q42
12/14/22 13:30:42;Non experts;8;5;3;4;8;6;;6;7;2;Q42
12/14/22 23:48:29;Non experts;10;7.5;1;5;5;7;;3;5;10;Q42
12/15/22 18:41:24;Non experts;8;5;4;8;7;8;;8;6;3;Q42
12/15/22 19:22:58;Non experts;6;5;6;6;6;6;;6;6;6;Q42
12/15/22 22:01:49;Non experts;8;7.5;6;8;7;7;;7;7;8;Q42
12/16/22 0:47:01;Non experts;8;7.5;5;6;8;7;;6;7;5;Q42
12/16/22 10:38:46;Musicians;9;10;6;7;7;10;;7;9;10;Q42
12/16/22 13:24:21;Musicians;7;10;6;7;6;10;;8;5;5;Q42
12/17/22 8:41:54;Non experts;6;2.5;8;8;8;5;;8;4;5;Q42
12/18/22 12:12:34;Non experts;10;7.5;5;8;6;10;;6;8;7;Q42
12/18/22 21:15:43;Musicians;8;5;5;8;6;8;;8;8;8;Q42
12/19/22 10:26:31;Non experts;6;5;2;6;7;4;;6;4;5;Q42
12/19/22 22:28:22;Musicians;9;5;7;4;3;6;;6;3;6;Q42
12/20/22 18:18:31;Non experts;7;7.5;3;4;4;5;;6;4;4;Q42
12/21/22 10:52:52;Experts;10;7.5;7;9;7;10;;5;3;5;Q42
12/19/22 17:53:32;Astronomers;6;7.5;6;8;7;8;;8;6;6;Q42
12/29/22 19:01:02;Astronomers;8;7.5;7;7;7;8;;6;5;8;Q42
1/15/23 19:11:48;Non experts;5;7.5;6;6;7;8;;9;7;6;Q42
1/20/23 13:16:03;Experts;6;7.5;5;3;2;7;;5;4;3;Q42
12/15/22 21:13:01;Experts;9;10;10;9;6;9;;8;9;10;Q42
12/16/22 17:46:39;Non experts;7;5;3;3;5;7;;4;6;5;Q42
1/19/23 23:16:28;Musicians;8;7.5;4;5;6;7;;5;2;2;Q42
1/19/23 23:18:21;Astronomers;10;10;6;8;3;9;;5;4;6;Q42
1/22/23 23:24:03;Musicians;8;7.5;6;5;8;8;;8;6;7;Q42
12/15/22 21:19:13;Experts;6;5;7;8;3;7;;7;8;10;Q42
1/18/23 17:01:54;Musicians;9;5;6;8;7;7;;8;5;8;Q42
1/18/23 17:38:19;Musicians;7;7.5;2;5;5;6;;5;7;7;Q42
12/8/22 11:29:21;Non experts;9;10;7;9;6;8;10;;9;10;Q43
12/11/22 16:39:30;Non experts;9;7.5;7;9;7;8;9;;9;9;Q43
12/11/22 18:13:31;Non experts;10;10;7;10;10;10;10;;10;10;Q43
12/11/22 18:28:52;Non experts;5;5;3;6;7;5;6;;5;5;Q43
12/11/22 18:36:17;Non experts;6;5;3;8;7;7;8;;7;3;Q43
12/11/22 18:29:03;Musicians;10;5;1;10;10;9;9;;5;5;Q43
12/11/22 21:15:40;Musicians;3;7.5;4;4;4;5;6;;7;8;Q43
12/11/22 21:11:36;Non experts;7;7.5;3;7;7;9;10;;5;8;Q43
12/11/22 21:49:45;Non experts;7;2.5;2;4;2;6;3;;6;5;Q43
12/12/22 10:19:49;Non experts;5;5;7;9;7;7;9;;5;7;Q43
12/12/22 15:59:40;Non experts;8;7.5;8;8;8;8;8;;8;6;Q43
12/12/22 17:10:04;Non experts;5;5;4;7;6;7;7;;6;6;Q43
12/12/22 17:43:05;Non experts;7;5;5;5;5;5;10;;9;5;Q43
12/12/22 19:14:27;Non experts;7;5;7;7;7;7;7;;6;7;Q43
12/12/22 19:40:37;Non experts;5;7.5;4;8;6;8;8;;7;6;Q43
12/12/22 19:53:09;Non experts;4;7.5;4;7;4;7;8;;8;5;Q43
12/12/22 20:09:37;Non experts;5;7.5;4;6;3;7;7;;5;7;Q43
12/12/22 21:18:36;Non experts;7;5;4;7;7;6;3;;3;4;Q43
12/13/22 18:06:31;Non experts;6;7.5;5;7;7;7;8;;5;5;Q43
12/14/22 13:30:42;Non experts;6;5;3;4;8;6;8;;7;2;Q43
12/14/22 23:48:29;Non experts;3;7.5;1;5;5;7;10;;5;10;Q43
12/15/22 18:41:24;Non experts;8;5;4;8;7;8;8;;6;3;Q43
12/15/22 19:22:58;Non experts;6;5;6;6;6;6;6;;6;6;Q43
12/15/22 22:01:49;Non experts;7;7.5;6;8;7;7;8;;7;8;Q43
12/16/22 0:47:01;Non experts;6;7.5;5;6;8;7;8;;7;5;Q43
12/16/22 10:38:46;Musicians;7;10;6;7;7;10;9;;9;10;Q43
12/16/22 13:24:21;Musicians;8;10;6;7;6;10;7;;5;5;Q43
12/17/22 8:41:54;Non experts;8;2.5;8;8;8;5;6;;4;5;Q43
12/18/22 12:12:34;Non experts;6;7.5;5;8;6;10;10;;8;7;Q43
12/18/22 21:15:43;Musicians;8;5;5;8;6;8;8;;8;8;Q43
12/19/22 10:26:31;Non experts;6;5;2;6;7;4;6;;4;5;Q43
12/19/22 22:28:22;Musicians;6;5;7;4;3;6;9;;3;6;Q43
12/20/22 18:18:31;Non experts;6;7.5;3;4;4;5;7;;4;4;Q43
12/21/22 10:52:52;Experts;5;7.5;7;9;7;10;10;;3;5;Q43
12/19/22 17:53:32;Astronomers;8;7.5;6;8;7;8;6;;6;6;Q43
12/29/22 19:01:02;Astronomers;6;7.5;7;7;7;8;8;;5;8;Q43
1/15/23 19:11:48;Non experts;9;7.5;6;6;7;8;5;;7;6;Q43
1/20/23 13:16:03;Experts;5;7.5;5;3;2;7;6;;4;3;Q43
12/15/22 21:13:01;Experts;8;10;10;9;6;9;9;;9;10;Q43
12/16/22 17:46:39;Non experts;4;5;3;3;5;7;7;;6;5;Q43
1/19/23 23:16:28;Musicians;5;7.5;4;5;6;7;8;;2;2;Q43
1/19/23 23:18:21;Astronomers;5;10;6;8;3;9;10;;4;6;Q43
1/22/23 23:24:03;Musicians;8;7.5;6;5;8;8;8;;6;7;Q43
12/15/22 21:19:13;Experts;7;5;7;8;3;7;6;;8;10;Q43
1/18/23 17:01:54;Musicians;8;5;6;8;7;7;9;;5;8;Q43
1/18/23 17:38:19;Musicians;5;7.5;2;5;5;6;7;;7;7;Q43
12/8/22 11:29:21;Non experts;9;10;7;9;6;8;10;9;;10;Q44
12/11/22 16:39:30;Non experts;9;7.5;7;9;7;8;9;9;;9;Q44
12/11/22 18:13:31;Non experts;10;10;7;10;10;10;10;10;;10;Q44
12/11/22 18:28:52;Non experts;5;5;3;6;7;5;6;5;;5;Q44
12/11/22 18:36:17;Non experts;7;5;3;8;7;7;8;6;;3;Q44
12/11/22 18:29:03;Musicians;5;5;1;10;10;9;9;10;;5;Q44
12/11/22 21:15:40;Musicians;7;7.5;4;4;4;5;6;3;;8;Q44
12/11/22 21:11:36;Non experts;5;7.5;3;7;7;9;10;7;;8;Q44
12/11/22 21:49:45;Non experts;6;2.5;2;4;2;6;3;7;;5;Q44
12/12/22 10:19:49;Non experts;5;5;7;9;7;7;9;5;;7;Q44
12/12/22 15:59:40;Non experts;8;7.5;8;8;8;8;8;8;;6;Q44
12/12/22 17:10:04;Non experts;6;5;4;7;6;7;7;5;;6;Q44
12/12/22 17:43:05;Non experts;9;5;5;5;5;5;10;7;;5;Q44
12/12/22 19:14:27;Non experts;6;5;7;7;7;7;7;7;;7;Q44
12/12/22 19:40:37;Non experts;7;7.5;4;8;6;8;8;5;;6;Q44
12/12/22 19:53:09;Non experts;8;7.5;4;7;4;7;8;4;;5;Q44
12/12/22 20:09:37;Non experts;5;7.5;4;6;3;7;7;5;;7;Q44
12/12/22 21:18:36;Non experts;3;5;4;7;7;6;3;7;;4;Q44
12/13/22 18:06:31;Non experts;5;7.5;5;7;7;7;8;6;;5;Q44
12/14/22 13:30:42;Non experts;7;5;3;4;8;6;8;6;;2;Q44
12/14/22 23:48:29;Non experts;5;7.5;1;5;5;7;10;3;;10;Q44
12/15/22 18:41:24;Non experts;6;5;4;8;7;8;8;8;;3;Q44
12/15/22 19:22:58;Non experts;6;5;6;6;6;6;6;6;;6;Q44
12/15/22 22:01:49;Non experts;7;7.5;6;8;7;7;8;7;;8;Q44
12/16/22 0:47:01;Non experts;7;7.5;5;6;8;7;8;6;;5;Q44
12/16/22 10:38:46;Musicians;9;10;6;7;7;10;9;7;;10;Q44
12/16/22 13:24:21;Musicians;5;10;6;7;6;10;7;8;;5;Q44
12/17/22 8:41:54;Non experts;4;2.5;8;8;8;5;6;8;;5;Q44
12/18/22 12:12:34;Non experts;8;7.5;5;8;6;10;10;6;;7;Q44
12/18/22 21:15:43;Musicians;8;5;5;8;6;8;8;8;;8;Q44
12/19/22 10:26:31;Non experts;4;5;2;6;7;4;6;6;;5;Q44
12/19/22 22:28:22;Musicians;3;5;7;4;3;6;9;6;;6;Q44
12/20/22 18:18:31;Non experts;4;7.5;3;4;4;5;7;6;;4;Q44
12/21/22 10:52:52;Experts;3;7.5;7;9;7;10;10;5;;5;Q44
12/19/22 17:53:32;Astronomers;6;7.5;6;8;7;8;6;8;;6;Q44
12/29/22 19:01:02;Astronomers;5;7.5;7;7;7;8;8;6;;8;Q44
1/15/23 19:11:48;Non experts;7;7.5;6;6;7;8;5;9;;6;Q44
1/20/23 13:16:03;Experts;4;7.5;5;3;2;7;6;5;;3;Q44
12/15/22 21:13:01;Experts;9;10;10;9;6;9;9;8;;10;Q44
12/16/22 17:46:39;Non experts;6;5;3;3;5;7;7;4;;5;Q44
1/19/23 23:16:28;Musicians;2;7.5;4;5;6;7;8;5;;2;Q44
1/19/23 23:18:21;Astronomers;4;10;6;8;3;9;10;5;;6;Q44
1/22/23 23:24:03;Musicians;6;7.5;6;5;8;8;8;8;;7;Q44
12/15/22 21:19:13;Experts;8;5;7;8;3;7;6;7;;10;Q44
1/18/23 17:01:54;Musicians;5;5;6;8;7;7;9;8;;8;Q44
1/18/23 17:38:19;Musicians;7;7.5;2;5;5;6;7;5;;7;Q44
12/8/22 11:29:21;Non experts;10;10;7;9;6;8;10;9;9;;Q45
12/11/22 16:39:30;Non experts;9;7.5;7;9;7;8;9;9;9;;Q45
12/11/22 18:13:31;Non experts;10;10;7;10;10;10;10;10;10;;Q45
12/11/22 18:28:52;Non experts;5;5;3;6;7;5;6;5;5;;Q45
12/11/22 18:36:17;Non experts;3;5;3;8;7;7;8;6;7;;Q45
12/11/22 18:29:03;Musicians;5;5;1;10;10;9;9;10;5;;Q45
12/11/22 21:15:40;Musicians;8;7.5;4;4;4;5;6;3;7;;Q45
12/11/22 21:11:36;Non experts;8;7.5;3;7;7;9;10;7;5;;Q45
12/11/22 21:49:45;Non experts;5;2.5;2;4;2;6;3;7;6;;Q45
12/12/22 10:19:49;Non experts;7;5;7;9;7;7;9;5;5;;Q45
12/12/22 15:59:40;Non experts;6;7.5;8;8;8;8;8;8;8;;Q45
12/12/22 17:10:04;Non experts;6;5;4;7;6;7;7;5;6;;Q45
12/12/22 17:43:05;Non experts;5;5;5;5;5;5;10;7;9;;Q45
12/12/22 19:14:27;Non experts;7;5;7;7;7;7;7;7;6;;Q45
12/12/22 19:40:37;Non experts;6;7.5;4;8;6;8;8;5;7;;Q45
12/12/22 19:53:09;Non experts;5;7.5;4;7;4;7;8;4;8;;Q45
12/12/22 20:09:37;Non experts;7;7.5;4;6;3;7;7;5;5;;Q45
12/12/22 21:18:36;Non experts;4;5;4;7;7;6;3;7;3;;Q45
12/13/22 18:06:31;Non experts;5;7.5;5;7;7;7;8;6;5;;Q45
12/14/22 13:30:42;Non experts;2;5;3;4;8;6;8;6;7;;Q45
12/14/22 23:48:29;Non experts;10;7.5;1;5;5;7;10;3;5;;Q45
12/15/22 18:41:24;Non experts;3;5;4;8;7;8;8;8;6;;Q45
12/15/22 19:22:58;Non experts;6;5;6;6;6;6;6;6;6;;Q45
12/15/22 22:01:49;Non experts;8;7.5;6;8;7;7;8;7;7;;Q45
12/16/22 0:47:01;Non experts;5;7.5;5;6;8;7;8;6;7;;Q45
12/16/22 10:38:46;Musicians;10;10;6;7;7;10;9;7;9;;Q45
12/16/22 13:24:21;Musicians;5;10;6;7;6;10;7;8;5;;Q45
12/17/22 8:41:54;Non experts;5;2.5;8;8;8;5;6;8;4;;Q45
12/18/22 12:12:34;Non experts;7;7.5;5;8;6;10;10;6;8;;Q45
12/18/22 21:15:43;Musicians;8;5;5;8;6;8;8;8;8;;Q45
12/19/22 10:26:31;Non experts;5;5;2;6;7;4;6;6;4;;Q45
12/19/22 22:28:22;Musicians;6;5;7;4;3;6;9;6;3;;Q45
12/20/22 18:18:31;Non experts;4;7.5;3;4;4;5;7;6;4;;Q45
12/21/22 10:52:52;Experts;5;7.5;7;9;7;10;10;5;3;;Q45
12/19/22 17:53:32;Astronomers;6;7.5;6;8;7;8;6;8;6;;Q45
12/29/22 19:01:02;Astronomers;8;7.5;7;7;7;8;8;6;5;;Q45
1/15/23 19:11:48;Non experts;6;7.5;6;6;7;8;5;9;7;;Q45
1/20/23 13:16:03;Experts;3;7.5;5;3;2;7;6;5;4;;Q45
12/15/22 21:13:01;Experts;10;10;10;9;6;9;9;8;9;;Q45
12/16/22 17:46:39;Non experts;5;5;3;3;5;7;7;4;6;;Q45
1/19/23 23:16:28;Musicians;2;7.5;4;5;6;7;8;5;2;;Q45
1/19/23 23:18:21;Astronomers;6;10;6;8;3;9;10;5;4;;Q45
1/22/23 23:24:03;Musicians;7;7.5;6;5;8;8;8;8;6;;Q45
12/15/22 21:19:13;Experts;10;5;7;8;3;7;6;7;8;;Q45
1/18/23 17:01:54;Musicians;8;5;6;8;7;7;9;8;5;;Q45
1/18/23 17:38:19;Musicians;7;7.5;2;5;5;6;7;5;7;;Q45